18,2012-09-09 21:48:01.222767,1,17,Bare Rock and Soil  sheet,"Non-vegetated areas or areas of very little vegetation cover in comparison to the surrounding natural vegetation, that are primarily the result of active sheet erosion processes. Typically located in association with areas of severe donga erosion and  or poor grassland cover i.e. low image NDVI rating. In some areas the full extent of this process may be obscured by encroaching bush. Typically located on slopes less than or equal to 6 degrees.",0,1,1,
27,2012-09-10 09:37:05.077623,1,26,Cultivated temp commercial,"",1.01569,1,1,
11,2012-09-10 09:36:18.051124,1,10,Forest Plantations Acacia,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc.",5.06907,1,1,
49,2012-09-10 09:38:37.454772,1,48,Mines surface-based,"Active or non-active surface-based mining activities. Includes both hardrock or sand quarry extraction sites, and opencast mining sites i.e. coal.  Category includes all associated surface infrastructure.",2.36574,1,1,
28,2012-09-10 09:37:08.532404,1,27,Cultivated temp commercial dry,"",1.3611,1,1,
43,2012-09-10 09:38:46.880289,1,42,smallholdings grassland,"",2.23119,1,1,
50,2012-09-10 09:38:32.126007,1,49,Mines waste dumps,"Primarily non-vegetated, exposed mining  (and heavy industry) extraction or waste material. Major areas of managed vegetation re-habilitation on these sites can be mapped according to the appropriate vegetation category.  ",2.60184,1,1,
47,2012-09-10 09:38:16.432262,1,46,industrial transport  light,"Non-residential areas with major technology, manufacturing or transport related infrastructure. Examples would include light manufacturing units, warehouse dominated business development centres, and small airports (i.e. Lanseria). Also includes similar structures such as farm-based pig and battery hen breeding units.",1.97418,1,1,
22,2012-09-09 21:19:15.142838,1,21,Degraded Herbland,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",1,1,1,
12,2012-09-09 21:18:28.334945,1,11,Forest Plantations Other,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc.",6,1,1,
17,2012-09-10 09:36:41.391971,1,16,Bare Rock and Soil erosion,"Non-vegetated areas or areas of very little vegetation cover in comparison to the surrounding natural vegetation, that are primarily the result of active gully erosion processes. Typically located in association with areas of poor grassland cover along existing streamlines and or on slightly steeper slopes than sheet erosion areas i.e. greater than 6 degree slope. In some areas the full extent of donga activity may be obscured by either overhanging adjacent bushes, encroaching thorn bush, or, in the case of more stable dongas, by bush or grass cover along the actual streamline.",0.000934529,1,1,
44,2012-09-10 09:38:07.010642,1,43,commercial mercantile,"Non-residential areas used primarily for the conduct of commerce and other mercantile business, typically located in the central business district (CBD). Often consisting of a concentration of multi-level buildings, but also includes small commercial zones (i.e. spaza shops) within former black townships.",0.0141587,1,1,
38,2012-09-10 09:37:44.23577,1,37,Urban informal township,"Permanent / semi-permanent shack type dwellings (i.e. corrugated tin structures) laid out and established in an organised, pre-planned manner on both serviced and non-serviced sites. Includes both low and high building densities",1.55022,1,1,
48,2012-09-10 09:38:39.85682,1,47,Mines underground,Active or non-active underground or sub-surface based mining activities. Category includes all associated surface infrastructure etc,1.45495,1,1,
46,2012-09-10 09:38:14.038668,1,45,industrial  transport  heavy,"Non-residential areas with major industrial (i.e. manufacture and/or processing of goods and products) or transport related infrastructure. Examples would include power stations, steel mills, dockyards, train stations and airports (i.e. Johannesburg).",3.20918,1,1,
39,2012-09-10 09:37:46.916465,1,38,Urban squatter camp,"Non-permanent shack type dwellings (i.e. tin, cardboard, wood etc) typically established on an informal, ad hoc basis, on non-serviced sites. Typically high building densities",1.79584,1,1,
4,2012-09-10 09:35:58.187559,1,3,Thicket  Bushland  High Fynbos,"Communities typically composed of tall, woody, self-supporting, single or multi-stemmed plants (branching at or near the ground), with, in most cases no clearly definable structure. Total canopy cover is greater than 10%, with canopy heights between 2 ? 5 metres. Essentially indigenous species, growing under natural or semi-natural conditions (although it may include some areas of self-seeded exotic species, especially along riparian zones). Presence of alien exotic species can be modelled spatially using broad principles of unlikely structural / temporal occurrences within a given vegetation biome or region. Dense bush encroachment would be included in this category.

",1.33554,1,1,
8,2012-09-10 09:36:12.158356,1,7,Planted Grassland,"As above, except ?. Planted grassland, containing either indigenous or exotic species, growing under man-managed (including irrigated) conditions for grazing, hay or turf production, recreation (i.e. golf) etc
",0.00215033,1,1,
32,2012-09-09 21:49:26.478299,1,31,Urban rural cluster,"Areas of clustered rural dwellings (i.e. kraals) whose structural density is too low to be classified as a formal village, but are of sufficient level to be easily identifiable as such on satellite imagery. Small scale cultivation / garden plots often form a major spatial component, and are located amongst the residential structures.",6,1,1,
33,2012-09-10 09:37:34.472215,1,32,formal suburbs,"Permanent residential structures, either single or multi-level, located within new or well-established residential areas, i.e. ?garden-suburbs?, (often refers to ?middle-class? and ?upper class? residential areas). Includes both low and high building densities.",3.0315,1,1,
37,2012-09-10 09:37:39.955112,1,36,Urban formal township,"Permanent (i.e. brick etc) structures (predominately single level), usually located on serviced sites within former black residential areas, laid out in a organised, pre-planned manner. Includes both low and high building densities.",1.74416,1,1,
3,2012-09-10 09:35:26.659399,1,2,Woodland,"ll wooded areas with a tree canopy between 10 - 70%. A broad sparse - open ? closed canopy community, typically consisting of a single tree canopy layer and a herb (grass) layer. The canopy is composed mainly of self-supporting, single stemmed, woody plants > 5 metres in height. Essentially indigenous species, growing under natural or semi-natural conditions (although it may include some areas of self-seeded exotic species). Excludes planted forests (and woodlots) 

Canopy cover density classes may be mapped if desired, based on sparse (< 40%), open (40 ? 70 %), and closed (> 70 %).",0.584599,1,1,
41,2012-09-09 21:20:24.76601,1,40,smallholdings thicket bushland,"",6,1,1,
45,2012-09-10 09:38:09.907413,1,44,education health IT,"Non-residential, non-industrial sites or complexes associated with educational (i.e. schools, universities), business development centres such as industrial ?techno-parks?, and / or social services (i.e. hospitals), often consisting of a concentration of multi-level buildings (Note : only mapped if clearly identifiable, otherwise included within ?commercial / mercantile? or ?suburban? categories.",2.99794,1,1,
9,2012-09-09 21:18:18.206412,1,8,Forest Plantations Eucalyptus ,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc",8,1,1,
25,2012-09-10 09:39:13.202344,1,24,Cultivated perm commercial dry,"",0.8,1,1,
29,2012-09-09 21:49:37.425918,1,28,Cultivated temp subsist dry,"",0.6,1,1,
30,2012-09-09 21:49:33.685453,1,29,Cultivated temp subsistence,"",0.6,1,1,
5,2012-09-10 09:36:04.514344,1,4,Shrubland and Low Fynbos,"Communities dominated by low, woody, self supporting, multi-5stemmed plants, branching at or near the ground, between 0.2 and 2 m in height. Total tree cover < 0.1 Typical examples are low Fynbos, Karoo and Lesotho (alpine) communities.",2,1,1,
6,2012-09-10 09:36:08.459366,1,5,Herbland,"Communities dominated by low, non-woody, non-grass like plants, between 0.2 and 2 m in height. Total tree cover < 0.1  Typical examples are found in Namaqualand or ?weed? dominated degraded areas.",1,1,1,
7,2012-09-09 21:47:26.678085,1,6,Natural Grassland ,"All areas of grassland with < 10% tree and/or shrub canopy cover, and >0.1% total vegetation cover. Dominated by grass-like, non-woody, rooted herbaceous plants. Essentially indigenous species growing under natural or semi-natural conditions.",0.00641585,1,1,
31,2012-09-09 21:49:24.894501,1,30,Urban Built-up,"A generic urban class, essentially comprising all formal built-up areas, in which people reside on a permanent or near-permanent basis, identifiable by the high density of residential and associated infrastructure. Includes both towns, villages, and where applicable, the central nucleus of more open, rural clusters. This class should be used if it is not possible to identify more industrial and transportation land-uses. 

Low-density smallholdings frequently located on the urban / peri-urban fringe should be mapped as a separate smallholding sub-classes, subdivided by the appropriate (level I) background vegetation type. If visible, individual farm units are to be mapped as isolated urban / built-up units (if no other class is applicable). Specific urban / built-up sub-classes as listed below ? in such cases it could include residential, commercial,",6,1,1,
20,2012-09-09 21:19:01.406522,1,19,Degraded Thicket Bushland etc ,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",1,1,1,
26,2012-09-10 09:39:09.359505,1,25,Cultivated perm commerce sugar,"",0.8,1,1,
34,2012-09-10 09:37:28.054157,1,33,Urban flatland,"Permanent residential structures, consisting mainly of 3 or more levels (often up to 10), resulting in a concentration of mid-to-high rise building, for example Hillbrow (Jhb) or Sunnyside (Pta).",7.70889,1,1,
35,2012-09-10 09:37:30.500901,1,34,Urban mixed,mixed residential,7.87446,1,1,
36,2012-09-09 21:49:01.134397,1,35,Urban hostels,"Permanent residential structures, typically located in formal township districts, consisting mainly of 1 or 2 levels in concentrated block-like structures.",5,1,1,
40,2012-09-09 18:45:25.471059,1,39,smallholdings forest woodland,"",7,1,1,
42,2012-09-09 21:20:30.125244,1,41,smallholdings shrubland,"",1.5,1,1,
