13,2013-03-30 14:36:49.200455,1,12,Forest Plantations clearfelled,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc.",13.2679,1,1,
20,2013-03-31 16:45:53.983649,1,19,Degraded Thicket Bushland etc ,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",3.28509,1,1,
19,2013-03-18 19:47:51.181065,1,18,Degraded Forest Woodland,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",0.112958,1,1,
33,2013-03-18 12:07:05.930046,1,32,formal suburbs,"Permanent residential structures, either single or multi-level, located within new or well-established residential areas, i.e. ?garden-suburbs?, (often refers to ?middle-class? and ?upper class? residential areas). Includes both low and high building densities.",2.58667,1,1,
21,2013-03-30 14:37:17.19209,1,20,Degraded Shrubland Low Fynbos,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",2.26528,1,1,
22,2013-03-30 14:37:18.191943,1,21,Degraded Herbland,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",0,1,1,
17,2013-03-31 17:10:28.919237,1,16,Bare Rock and Soil erosion,"Non-vegetated areas or areas of very little vegetation cover in comparison to the surrounding natural vegetation, that are primarily the result of active gully erosion processes. Typically located in association with areas of poor grassland cover along existing streamlines and or on slightly steeper slopes than sheet erosion areas i.e. greater than 6 degree slope. In some areas the full extent of donga activity may be obscured by either overhanging adjacent bushes, encroaching thorn bush, or, in the case of more stable dongas, by bush or grass cover along the actual streamline.",3.26672,1,1,
18,2013-03-30 14:37:01.944332,1,17,Bare Rock and Soil  sheet,"Non-vegetated areas or areas of very little vegetation cover in comparison to the surrounding natural vegetation, that are primarily the result of active sheet erosion processes. Typically located in association with areas of severe donga erosion and  or poor grassland cover i.e. low image NDVI rating. In some areas the full extent of this process may be obscured by encroaching bush. Typically located on slopes less than or equal to 6 degrees.",4.018,1,1,
6,2013-03-30 14:36:42.520256,1,5,Herbland,"Communities dominated by low, non-woody, non-grass like plants, between 0.2 and 2 m in height. Total tree cover < 0.1  Typical examples are found in Namaqualand or ?weed? dominated degraded areas.",0,1,1,
26,2013-03-30 14:37:29.537519,1,25,Cultivated perm commerce sugar,"",10.5121,1,1,
42,2013-03-30 14:38:00.75172,1,41,smallholdings shrubland,"",0,1,1,
45,2013-03-18 12:05:48.491018,1,44,education health IT,"Non-residential, non-industrial sites or complexes associated with educational (i.e. schools, universities), business development centres such as industrial ?techno-parks?, and / or social services (i.e. hospitals), often consisting of a concentration of multi-level buildings (Note : only mapped if clearly identifiable, otherwise included within ?commercial / mercantile? or ?suburban? categories.",1.68638,1,1,
48,2013-04-01 01:10:19.837995,1,47,Mines underground,Active or non-active underground or sub-surface based mining activities. Category includes all associated surface infrastructure etc,1.19803,1,1,
50,2013-03-18 19:48:48.308642,1,49,Mines waste dumps,"Primarily non-vegetated, exposed mining  (and heavy industry) extraction or waste material. Major areas of managed vegetation re-habilitation on these sites can be mapped according to the appropriate vegetation category.  ",1.13592,1,1,
10,2013-03-18 19:47:40.08505,1,9,Forest Plantations Pine spp,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc",1.53488,1,1,
5,2013-03-30 14:36:41.200234,1,4,Shrubland and Low Fynbos,"Communities dominated by low, woody, self supporting, multi-5stemmed plants, branching at or near the ground, between 0.2 and 2 m in height. Total tree cover < 0.1 Typical examples are low Fynbos, Karoo and Lesotho (alpine) communities.",0.274,1,1,
7,2012-11-09 15:04:22.798929,1,6,Natural Grassland ,"All areas of grassland with < 10% tree and/or shrub canopy cover, and >0.1% total vegetation cover. Dominated by grass-like, non-woody, rooted herbaceous plants. Essentially indigenous species growing under natural or semi-natural conditions.",0,1,1,
9,2013-03-30 14:36:44.280229,1,8,Forest Plantations Eucalyptus ,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc",9.3971,1,1,
23,2013-03-18 19:47:57.037095,1,22,Degraded natural Grassland,"Permanent or near-permanent, man-induced areas of very low vegetation cover i.e. removal of tree, bush, or herbaceous cover in comparison to the surrounding natural vegetation cover. Typically associated with subsistence level agriculture and rural population centres, where overgrazing of livestock and or wood-resource removal has been locally excessive. Often associated with severe soil erosion problems.",0,1,1,
11,2013-03-18 19:47:42.78918,1,10,Forest Plantations Acacia,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc.",2.78712,1,1,
15,2013-03-19 16:33:23.701439,1,14,Wetlands,"Natural or artificial areas where the water level is permanently or temporarily at (or very near) the land surface, typically covered in either herbaceous or woody vegetation cover. The category includes fresh, brakish and salt-water conditions. Examples include pans (with non-permanent water cover), and reed-marsh or papyrus-swamp. Dry pans are included in this category unless they are permanently dry.",0.0449807,1,1,
27,2013-03-18 19:48:03.236986,1,26,Cultivated temp commercial,"",0.763565,1,1,
44,2013-03-18 12:07:10.354511,1,43,commercial mercantile,"Non-residential areas used primarily for the conduct of commerce and other mercantile business, typically located in the central business district (CBD). Often consisting of a concentration of multi-level buildings, but also includes small commercial zones (i.e. spaza shops) within former black townships.",2.2225,1,1,
49,2013-03-18 19:48:45.996734,1,48,Mines surface-based,"Active or non-active surface-based mining activities. Includes both hardrock or sand quarry extraction sites, and opencast mining sites i.e. coal.  Category includes all associated surface infrastructure.",0.428462,1,1,
28,2013-03-18 19:48:09.220956,1,27,Cultivated temp commercial dry,"",0.567506,1,1,
4,2013-03-31 17:03:45.659105,1,3,Thicket  Bushland  High Fynbos,"Communities typically composed of tall, woody, self-supporting, single or multi-stemmed plants (branching at or near the ground), with, in most cases no clearly definable structure. Total canopy cover is greater than 10%, with canopy heights between 2 ? 5 metres. Essentially indigenous species, growing under natural or semi-natural conditions (although it may include some areas of self-seeded exotic species, especially along riparian zones). Presence of alien exotic species can be modelled spatially using broad principles of unlikely structural / temporal occurrences within a given vegetation biome or region. Dense bush encroachment would be included in this category.

",0.501126,1,1,
8,2013-03-18 13:26:07.212042,1,7,Planted Grassland,"As above, except ?. Planted grassland, containing either indigenous or exotic species, growing under man-managed (including irrigated) conditions for grazing, hay or turf production, recreation (i.e. golf) etc
",1.48457,1,1,
2,2013-03-30 14:36:39.688499,1,1,"Forest (indigenous) 
","All wooded areas with a tree canopy > 70 %. A multi-strata community, with interlocking canopies, composed of canopy, sub-canopy, shrub and herb layers. The canopy is composed mainly of self-supporting, single stemmed, woody plants > 5 metres in height. Essentially indigenous species, growing under natural or semi-natural conditions (although it may include some areas of self-seeded exotic species). Excludes planted forests (and woodlots)",20.5139,1,1,
3,2013-03-18 19:47:32.171964,1,2,Woodland,"ll wooded areas with a tree canopy between 10 - 70%. A broad sparse - open ? closed canopy community, typically consisting of a single tree canopy layer and a herb (grass) layer. The canopy is composed mainly of self-supporting, single stemmed, woody plants > 5 metres in height. Essentially indigenous species, growing under natural or semi-natural conditions (although it may include some areas of self-seeded exotic species). Excludes planted forests (and woodlots) 

Canopy cover density classes may be mapped if desired, based on sparse (< 40%), open (40 ? 70 %), and closed (> 70 %).",0,1,1,
12,2013-03-18 19:47:44.165141,1,11,Forest Plantations Other,"All areas of systematically planted, man-managed tree resources, composed of primarily exotic species (including hybrids). Category includes both young and mature plantations that have been established for commercial timber production, seedling trials and woodlot / windbreaks of sufficient size to be identifiable on satellite imagery. Excludes all non-timber based plantations such as tea, sisal, citrus, nut crops etc.",1.2643,1,1,
24,2013-03-31 15:48:32.63192,1,23,Cultivated perm commercial,Land which has been ploughed and or prepared for the raising of crops excluding timber production. Unless otherwise stated includes areas currently under crop fallow land and land being prepared for planting. Class boundaries are broadly defined to encompass the main areas of agricultural activity and are not defined on exact field boundaries. As such all sub-classes may include small inter-field cover types e.g. hedges grass strips small windbreaks as well as farm infrastructure Commercial  characterised by large uniform well managed field units i.e.   50 ha with the aim of supplying both regional national and export markets. Often highly mechanised.,2.24119,1,1,
31,2013-03-31 16:51:52.893494,1,30,Urban Built-up,"A generic urban class, essentially comprising all formal built-up areas, in which people reside on a permanent or near-permanent basis, identifiable by the high density of residential and associated infrastructure. Includes both towns, villages, and where applicable, the central nucleus of more open, rural clusters. This class should be used if it is not possible to identify more industrial and transportation land-uses. 

Low-density smallholdings frequently located on the urban / peri-urban fringe should be mapped as a separate smallholding sub-classes, subdivided by the appropriate (level I) background vegetation type. If visible, individual farm units are to be mapped as isolated urban / built-up units (if no other class is applicable). Specific urban / built-up sub-classes as listed below ? in such cases it could include residential, commercial,",0.000829116,1,1,
